hidden_size,n_layers,lr,weight_std,normalize,activation,batch_size,epochs,train_loss,val_loss,train_acc,test_acc,train_precision,test_precision,train_recall,test_recall,train_f1,test_f1,train_auc,test_auc,time_s
32,2,0.1,0.5,False,sigmoid,32,300,0.6063016539104913,0.6626828391944807,0.6611570247933884,0.5901639344262295,0.8222222222222222,0.6666666666666666,0.3333333333333333,0.21428571428571427,0.47435897435897434,0.32432432432432434,0.7488480847259472,0.6461038961038961,0.7028474807739258
8,1,0.01,0.01,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.5608121289398666,0.550756976120337,0.8429752066115702,0.8688524590163934,0.8613861386138614,0.8571428571428571,0.7837837837837838,0.8571428571428571,0.8207547169811321,0.8571428571428571,0.9209820507530432,0.9469696969696969,0.3100705146789551
8,1,0.05,0.01,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.32392456879445475,0.2970294050699564,0.8760330578512396,0.8524590163934426,0.900990099009901,0.8518518518518519,0.8198198198198198,0.8214285714285714,0.8584905660377359,0.8363636363636363,0.9337046970634758,0.9534632034632035,0.3701949119567871
8,1,0.1,0.01,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.30753519015004455,0.2712848658140464,0.9008264462809917,0.9016393442622951,0.9065420560747663,0.9230769230769231,0.8738738738738738,0.8571428571428571,0.8899082568807339,0.8888888888888888,0.936936936936937,0.9534632034632035,0.3733835220336914
16,1,0.01,0.01,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.48192123712018253,0.4652846309826634,0.8429752066115702,0.8852459016393442,0.8543689320388349,0.8620689655172413,0.7927927927927928,0.8928571428571429,0.822429906542056,0.8771929824561403,0.9221511587923802,0.949134199134199,0.37125682830810547
16,1,0.05,0.01,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.31899963774268175,0.2907989021946677,0.8760330578512396,0.8524590163934426,0.900990099009901,0.88,0.8198198198198198,0.7857142857142857,0.8584905660377359,0.8301886792452831,0.9345299497971253,0.9502164502164502,0.37294983863830566
16,1,0.1,0.01,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.30820635958022746,0.27027003310261105,0.8884297520661157,0.8852459016393442,0.9038461538461539,0.92,0.8468468468468469,0.8214285714285714,0.8744186046511628,0.8679245283018868,0.9375558764871742,0.9545454545454545,0.35110902786254883
32,1,0.01,0.01,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.4507825742845044,0.42760904879231937,0.8471074380165289,0.8852459016393442,0.8557692307692307,0.8620689655172413,0.8018018018018018,0.8928571428571429,0.827906976744186,0.8771929824561403,0.92270132728148,0.9502164502164502,0.37290382385253906
32,1,0.05,0.01,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.3181304360383925,0.28560490575771313,0.871900826446281,0.8688524590163934,0.8921568627450981,0.8846153846153846,0.8198198198198198,0.8214285714285714,0.8544600938967136,0.8518518518518519,0.9348050340416753,0.9534632034632036,0.39596104621887207
32,1,0.1,0.01,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,212,0.3131149625250173,0.27711264107399136,0.8884297520661157,0.8852459016393442,0.9038461538461539,0.92,0.8468468468468469,0.8214285714285714,0.8744186046511628,0.8679245283018868,0.9362492263255623,0.9523809523809524,0.2375953197479248
8,2,0.01,0.01,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,213,0.6901292816245814,0.6901653888806819,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.7804827728491851,0.7662337662337663,0.3638644218444824
8,2,0.05,0.01,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,67,0.6898580890360055,0.6899010850627632,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.8134928821951722,0.8041125541125541,0.1142275333404541
8,2,0.1,0.01,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,37,0.6897764909781857,0.6898229065189837,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.8205763014923321,0.816017316017316,0.06667685508728027
16,2,0.01,0.01,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,213,0.6901263109386624,0.6901601677418104,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.7161130596245101,0.7824675324675324,0.3529386520385742
16,2,0.05,0.01,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,67,0.68984749536617,0.6898881429759878,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.7919675400591429,0.8636363636363636,0.12126851081848145
16,2,0.1,0.01,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,37,0.6897634861764543,0.6898075286271897,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.805171583797538,0.8777056277056277,0.06912446022033691
32,2,0.01,0.01,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,221,0.6900904702308266,0.6901296426150455,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.7115053985282993,0.6893939393939393,0.4193115234375
32,2,0.05,0.01,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,80,0.6897474418093283,0.6897905326871551,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.8513857368819201,0.8668831168831169,0.1559305191040039
32,2,0.1,0.01,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,46,0.6896889411107875,0.6897320263086176,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.8674093941269514,0.8841991341991341,0.08458662033081055
8,1,0.01,0.1,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.4666974209595722,0.45314833676752536,0.8429752066115702,0.8524590163934426,0.8476190476190476,0.8518518518518519,0.8018018018018018,0.8214285714285714,0.8240740740740741,0.8363636363636363,0.9164431607179698,0.9264069264069263,0.338839054107666
8,1,0.05,0.1,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.31469817843854647,0.3068324994670196,0.8801652892561983,0.8852459016393442,0.9019607843137255,0.92,0.8288288288288288,0.8214285714285714,0.863849765258216,0.8679245283018868,0.9401004057492607,0.9502164502164502,0.3634519577026367
8,1,0.1,0.1,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.2861074730083418,0.29807425215836403,0.9008264462809917,0.8852459016393442,0.9142857142857143,0.92,0.8648648648648649,0.8214285714285714,0.8888888888888888,0.8679245283018868,0.9474589092909704,0.9448051948051948,0.3506653308868408
16,1,0.01,0.1,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.4093828527124918,0.38199834038256575,0.8553719008264463,0.8360655737704918,0.88,0.8,0.7927927927927928,0.8571428571428571,0.8341232227488151,0.8275862068965517,0.9229076404648924,0.9556277056277056,0.3973991870880127
16,1,0.05,0.1,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.309886464186857,0.30044465618179483,0.8760330578512396,0.8524590163934426,0.900990099009901,0.88,0.8198198198198198,0.7857142857142857,0.8584905660377359,0.8301886792452831,0.9396190083212985,0.946969696969697,0.35991907119750977
16,1,0.1,0.1,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.28886812461688505,0.28653144262026753,0.9049586776859504,0.8688524590163934,0.9150943396226415,0.9166666666666666,0.8738738738738738,0.7857142857142857,0.8940092165898618,0.8461538461538461,0.946839969740733,0.948051948051948,0.3757028579711914
32,1,0.01,0.1,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.38986243960387684,0.34824638181259265,0.8553719008264463,0.8852459016393442,0.8725490196078431,0.8888888888888888,0.8018018018018018,0.8571428571428571,0.8356807511737089,0.8727272727272727,0.9237328931985421,0.9534632034632035,0.3803122043609619
32,1,0.05,0.1,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.3064041566559465,0.28667578039473907,0.8801652892561983,0.8852459016393442,0.91,0.92,0.8198198198198198,0.8214285714285714,0.8625592417061612,0.8679245283018868,0.9410632006051853,0.9491341991341992,0.39832353591918945
32,1,0.1,0.1,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.28626348497873594,0.2879239470557888,0.8966942148760331,0.8852459016393442,0.9134615384615384,0.92,0.8558558558558559,0.8214285714285714,0.8837209302325582,0.8679245283018868,0.9478715356577951,0.9437229437229437,0.3590123653411865
8,2,0.01,0.1,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.6114847848591998,0.6061860200750381,0.8140495867768595,0.8360655737704918,0.8586956521739131,0.8461538461538461,0.7117117117117117,0.7857142857142857,0.7783251231527094,0.8148148148148148,0.8885908809572932,0.8971861471861472,0.5002832412719727
8,2,0.05,0.1,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.322676952973986,0.3158727193782662,0.8801652892561983,0.8852459016393442,0.8942307692307693,0.92,0.8378378378378378,0.8214285714285714,0.8651162790697674,0.8679245283018868,0.9374183343648992,0.9502164502164502,0.4650614261627197
8,2,0.1,0.1,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.2694107258382642,0.29293748568486955,0.9214876033057852,0.8688524590163934,0.9107142857142857,0.8846153846153846,0.918918918918919,0.8214285714285714,0.9147982062780269,0.8518518518518519,0.9491781858194072,0.9469696969696969,0.4761629104614258
16,2,0.01,0.1,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.5345363187360855,0.5158114533478991,0.8305785123966942,0.8360655737704918,0.8365384615384616,0.8,0.7837837837837838,0.8571428571428571,0.8093023255813954,0.8275862068965517,0.9106663915824221,0.9393939393939394,0.5081610679626465
16,2,0.05,0.1,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.3125005546160561,0.29192625916825393,0.8801652892561983,0.8524590163934426,0.8942307692307693,0.88,0.8378378378378378,0.7857142857142857,0.8651162790697674,0.8301886792452831,0.9368681658757996,0.9567099567099567,0.5737721920013428
16,2,0.1,0.1,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.27302796380640626,0.27782345084319,0.9132231404958677,0.8524590163934426,0.9090909090909091,0.88,0.9009009009009009,0.7857142857142857,0.9049773755656109,0.8301886792452831,0.9493844990028196,0.9523809523809524,0.5039801597595215
32,2,0.01,0.1,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.4710607899462119,0.448940098743189,0.8305785123966942,0.8688524590163934,0.8571428571428571,0.8333333333333334,0.7567567567567568,0.8928571428571429,0.8038277511961722,0.8620689655172413,0.9150677394952204,0.9318181818181818,0.5545425415039062
32,2,0.05,0.1,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.29507923226514954,0.27638033324209677,0.8925619834710744,0.8524590163934426,0.9047619047619048,0.8518518518518519,0.8558558558558559,0.8214285714285714,0.8796296296296297,0.8363636363636363,0.9426449350113473,0.9556277056277056,0.5827274322509766
32,2,0.1,0.1,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.26257801468571357,0.25907617440669956,0.9297520661157025,0.8688524590163934,0.9351851851851852,0.8846153846153846,0.9099099099099099,0.8214285714285714,0.9223744292237442,0.8518518518518519,0.9521353414483186,0.9588744588744589,0.5915570259094238
8,1,0.01,0.5,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.4805189546905882,0.4760144702479604,0.8016528925619835,0.8032786885245902,0.794392523364486,0.7857142857142857,0.7657657657657657,0.7857142857142857,0.7798165137614679,0.7857142857142857,0.8710542603672375,0.8733766233766234,0.3408334255218506
8,1,0.05,0.5,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.34868768606255146,0.3770890810428511,0.859504132231405,0.8524590163934426,0.8532110091743119,0.8275862068965517,0.8378378378378378,0.8571428571428571,0.8454545454545455,0.8421052631578947,0.9278591568667904,0.9145021645021645,0.33408188819885254
8,1,0.1,0.5,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.29378718705346246,0.33686545738100765,0.8760330578512396,0.8852459016393442,0.8785046728971962,0.8888888888888888,0.8468468468468469,0.8571428571428571,0.8623853211009175,0.8727272727272727,0.9499346674919196,0.9253246753246753,0.3651769161224365
16,1,0.01,0.5,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.41198526375056954,0.3800246348180851,0.8264462809917356,0.8688524590163934,0.8349514563106796,0.8846153846153846,0.7747747747747747,0.8214285714285714,0.8037383177570093,0.8518518518518519,0.8967058661715149,0.9199134199134199,0.3941934108734131
16,1,0.05,0.5,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.3189920441952944,0.32965462444795174,0.8553719008264463,0.8032786885245902,0.8653846153846154,0.7857142857142857,0.8108108108108109,0.7857142857142857,0.8372093023255814,0.7857142857142857,0.9409256584829104,0.9361471861471862,0.3759880065917969
16,1,0.1,0.5,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.2678597353755727,0.3352144247001677,0.9132231404958677,0.819672131147541,0.9326923076923077,0.7931034482758621,0.8738738738738738,0.8214285714285714,0.9023255813953488,0.8070175438596491,0.9591499896843408,0.9296536796536797,0.36608457565307617
32,1,0.01,0.5,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.37938866114589187,0.3143280287726656,0.859504132231405,0.9180327868852459,0.8598130841121495,0.96,0.8288288288288288,0.8571428571428571,0.8440366972477065,0.9056603773584906,0.9092909703596725,0.9296536796536797,0.4134714603424072
32,1,0.05,0.5,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.27806623810358794,0.2806316595890518,0.9132231404958677,0.8688524590163934,0.9245283018867925,0.9166666666666666,0.8828828828828829,0.7857142857142857,0.9032258064516129,0.8461538461538461,0.9528918231208309,0.9523809523809523,0.4211299419403076
32,1,0.1,0.5,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.2364371354712184,0.30719539173463434,0.9545454545454546,0.8688524590163934,0.9629629629629629,0.9166666666666666,0.9369369369369369,0.7857142857142857,0.9497716894977168,0.8461538461538461,0.9638951929028264,0.9415584415584415,0.40245556831359863
8,2,0.01,0.5,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.4741922454201871,0.47585900274999665,0.8140495867768595,0.8032786885245902,0.7946428571428571,0.7857142857142857,0.8018018018018018,0.7857142857142857,0.7982062780269058,0.7857142857142857,0.8559933979781308,0.8560606060606061,0.5265860557556152
8,2,0.05,0.5,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.3724533999903961,0.4047405742322958,0.8636363636363636,0.8360655737704918,0.8421052631578947,0.8214285714285714,0.8648648648648649,0.8214285714285714,0.8533333333333334,0.8214285714285714,0.9121793549274465,0.8961038961038961,0.5259225368499756
8,2,0.1,0.5,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.31217487136023037,0.36258977704705786,0.8842975206611571,0.8688524590163934,0.8738738738738738,0.8571428571428571,0.8738738738738738,0.8571428571428571,0.8738738738738738,0.8571428571428571,0.9400316346881231,0.920995670995671,0.5101883411407471
16,2,0.01,0.5,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.43109882183725656,0.37988264157352036,0.8099173553719008,0.8032786885245902,0.7981651376146789,0.7666666666666667,0.7837837837837838,0.8214285714285714,0.7909090909090909,0.7931034482758621,0.8881782545904684,0.9231601731601731,0.5776278972625732
16,2,0.05,0.5,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.32344175132239517,0.30918835736146494,0.8760330578512396,0.8360655737704918,0.8715596330275229,0.8,0.8558558558558559,0.8571428571428571,0.8636363636363636,0.8275862068965517,0.9352864314696375,0.9437229437229437,0.5408387184143066
16,2,0.1,0.5,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.26476287910546054,0.31466506692601504,0.9090909090909091,0.819672131147541,0.9238095238095239,0.8148148148148148,0.8738738738738738,0.7857142857142857,0.8981481481481481,0.8,0.9589436765009284,0.9350649350649352,0.5693092346191406
32,2,0.01,0.5,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.3782648772522861,0.40212152970420245,0.8553719008264463,0.8524590163934426,0.8518518518518519,0.8064516129032258,0.8288288288288288,0.8928571428571429,0.8401826484018264,0.847457627118644,0.9209820507530431,0.9036796536796536,0.6253976821899414
32,2,0.05,0.5,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.23433621795511145,0.34084296851334506,0.9421487603305785,0.8524590163934426,0.9532710280373832,0.8275862068965517,0.918918918918919,0.8571428571428571,0.9357798165137615,0.8421052631578947,0.9686403961213121,0.9274891774891775,0.5964443683624268
32,2,0.1,0.5,True,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.18492989221565642,0.35284978413269885,0.9710743801652892,0.819672131147541,0.9814814814814815,0.7931034482758621,0.954954954954955,0.8214285714285714,0.9680365296803652,0.8070175438596491,0.9735231414620727,0.9274891774891775,0.5689620971679688
8,1,0.01,0.01,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.6047759864987317,0.6272094518750697,0.6735537190082644,0.639344262295082,0.7162162162162162,0.7142857142857143,0.4774774774774775,0.35714285714285715,0.572972972972973,0.47619047619047616,0.7617770442197923,0.7164502164502163,0.3716611862182617
8,1,0.05,0.01,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.6721493630647459,0.6989757654760241,0.5991735537190083,0.6229508196721312,0.7058823529411765,0.8571428571428571,0.21621621621621623,0.21428571428571427,0.3310344827586207,0.34285714285714286,0.7631524654425419,0.7142857142857143,0.3748300075531006
8,1,0.1,0.01,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.6256341306973949,0.6310940164716672,0.6942148760330579,0.7213114754098361,0.6666666666666666,0.7619047619047619,0.6666666666666666,0.5714285714285714,0.6666666666666666,0.6530612244897959,0.7551062512894575,0.7056277056277056,0.34171438217163086
16,1,0.01,0.01,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.5817268022157468,0.6299842362302012,0.7066115702479339,0.6721311475409836,0.7127659574468085,0.7222222222222222,0.6036036036036037,0.4642857142857143,0.6536585365853659,0.5652173913043478,0.7698920294340141,0.7088744588744588,0.34906792640686035
16,1,0.05,0.01,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.5951531940271211,0.6384747304317604,0.6487603305785123,0.639344262295082,0.703125,0.75,0.40540540540540543,0.32142857142857145,0.5142857142857142,0.45,0.7620521284643422,0.7164502164502164,0.36043763160705566
16,1,0.1,0.01,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.6076980698759104,0.63936905566423,0.6322314049586777,0.6065573770491803,0.7037037037037037,0.7,0.34234234234234234,0.25,0.46060606060606063,0.3684210526315789,0.7505673612543842,0.7012987012987013,0.37407970428466797
32,1,0.01,0.01,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.5859736231493701,0.6344315216325078,0.6735537190082644,0.639344262295082,0.7051282051282052,0.6875,0.4954954954954955,0.39285714285714285,0.582010582010582,0.5,0.7693418609449143,0.7153679653679653,0.40085673332214355
32,1,0.05,0.01,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.5905691863011288,0.6408566692625743,0.628099173553719,0.6065573770491803,0.7142857142857143,0.7,0.3153153153153153,0.25,0.4375,0.3684210526315789,0.7641152602984663,0.7077922077922078,0.38083529472351074
32,1,0.1,0.01,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,170,0.6128217977272399,0.6594405868409803,0.6198347107438017,0.6065573770491803,0.7021276595744681,0.7,0.2972972972972973,0.25,0.4177215189873418,0.3684210526315789,0.7515989271714463,0.7012987012987013,0.21279239654541016
8,2,0.01,0.01,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,213,0.6901095167025079,0.6901625680301796,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.6242349219448456,0.5844155844155845,0.3568909168243408
8,2,0.05,0.01,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,80,0.6897412726281886,0.6898228605542277,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.6687297985007908,0.6298701298701298,0.1541609764099121
8,2,0.1,0.01,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,46,0.6896826452343724,0.6897659929696744,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.6774637232652501,0.6309523809523809,0.07950210571289062
16,2,0.01,0.01,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,283,0.6895670640560794,0.689699087258034,0.5413223140495868,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.74169589436765,0.6839826839826839,0.4893319606781006
16,2,0.05,0.01,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.5892631517120471,0.6246480800460161,0.7024793388429752,0.6721311475409836,0.7142857142857143,0.7222222222222222,0.5855855855855856,0.4642857142857143,0.6435643564356436,0.5652173913043478,0.7599202255690805,0.7142857142857143,0.5573592185974121
16,2,0.1,0.01,False,"(<function grid_search_and_save.<locals>.<lambda> at 0x000001660E5339C0>, <function grid_search_and_save.<locals>.<lambda> at 0x000001660E533A60>)",32,300,0.5911868482477556,0.630727581627851,0.6818181818181818,0.639344262295082,0.6214285714285714,0.5882352941176471,0.7837837837837838,0.7142857142857143,0.6932270916334662,0.6451612903225806,0.7522178667216836,0.7023809523809524,0.5710816383361816
